id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
1949,1949,1,1,83,23,4648,888,181,1309,30,822,3
1950,1950,1,2,83,12,4649,721,191,1277,59,763,2
1951,1951,3,1,82,19,4650,811,180,987,58,914,3
1952,1952,3,1,82,14,4651,499,265,1518,32,702,2
1953,1953,2,2,83,17,4652,862,293,1201,33,671,3
1954,1954,3,2,84,18,4653,405,161,1533,39,781,4
1955,1955,2,2,82,22,4654,407,155,1138,28,673,3
1956,1956,3,3,82,23,4655,386,161,761,40,925,3
1957,1957,2,3,82,17,4656,713,264,1213,50,507,2
1958,1958,2,2,83,14,4657,679,204,945,47,878,4
1959,1959,3,2,83,16,4658,783,180,603,63,594,3
1960,1960,3,2,82,23,4659,608,277,1321,53,516,2
1961,1961,2,2,84,13,4660,327,280,1527,56,677,3
1962,1962,1,1,83,22,4661,394,212,1118,58,698,3
1963,1963,2,2,83,18,4662,663,239,845,46,521,3
1964,1964,3,1,82,13,4663,235,170,1226,40,665,3
1965,1965,3,1,83,17,4664,839,236,622,61,779,2
1966,1966,1,2,83,21,4665,172,264,967,45,880,4
1967,1967,3,2,83,20,4666,389,270,1350,29,596,3
1968,1968,2,2,82,20,4667,918,148,715,50,570,4
1969,1969,1,1,84,13,4668,610,187,673,31,658,3
1970,1970,1,1,83,15,4669,223,153,1548,61,703,3
1971,1971,3,3,83,15,4670,721,270,638,44,761,3
1972,1972,3,1,83,19,4671,911,254,819,28,656,3
1973,1973,1,3,84,22,4672,167,251,1455,29,628,4
1974,1974,2,2,83,21,4673,746,270,955,40,915,2
1975,1975,3,2,83,22,4674,318,204,623,31,625,3
1976,1976,2,1,82,12,4675,387,162,1247,46,634,3
1977,1977,2,3,83,13,4676,886,242,819,33,657,3
1978,1978,2,2,83,14,4677,565,291,1409,61,859,3
1979,1979,1,2,84,20,4678,437,272,1310,27,926,2
1980,1980,2,2,84,13,4679,624,222,1102,47,604,2
1981,1981,2,2,83,15,4680,413,273,746,61,683,3
1982,1982,1,1,83,17,4681,883,274,737,40,854,3
1983,1983,2,3,82,16,4682,262,185,865,46,749,2
1984,1984,3,3,83,17,4683,645,308,1216,47,613,3
1985,1985,2,2,83,22,4684,874,174,1074,34,673,3
1986,1986,2,2,83,20,4685,226,267,789,57,874,2
1987,1987,3,2,83,17,4686,502,299,1020,51,708,4
1988,1988,2,2,83,15,4687,368,294,846,59,780,3
1989,1989,3,1,83,23,4688,857,263,857,53,877,3
1990,1990,1,1,84,22,4689,841,152,1148,47,641,3
1991,1991,2,2,84,13,4690,486,207,1185,64,517,3
1992,1992,3,1,82,17,4691,328,288,1140,38,883,4
1993,1993,2,1,82,18,4692,306,203,1042,47,831,3
1994,1994,1,2,82,14,4693,258,213,613,59,841,4
1995,1995,3,2,84,20,4694,197,253,1123,54,613,3
1996,1996,2,2,83,19,4695,776,297,981,36,524,4
1997,1997,2,3,83,13,4696,820,217,720,43,599,4
1998,1998,2,2,82,22,4697,168,305,961,57,841,3
1999,1999,2,1,83,12,4698,492,220,925,28,585,2
2000,2000,2,3,82,23,4699,846,206,996,48,718,4
2001,2001,3,2,83,24,4700,688,266,1223,43,762,2
2002,2002,2,2,83,15,4701,134,165,1374,53,509,3
2003,2003,2,3,83,22,4702,641,154,672,42,567,2
2004,2004,2,2,83,13,4703,902,173,1286,54,709,3
2005,2005,2,2,83,15,4704,730,220,825,47,559,3
2006,2006,3,2,83,19,4705,726,245,632,63,714,3
2007,2007,1,3,83,19,4706,503,236,1190,41,869,3
2008,2008,2,3,83,19,4707,645,247,1077,63,903,2
2009,2009,3,3,82,20,4708,383,275,1275,50,841,4
2010,2010,2,2,84,15,4709,342,304,1390,43,840,4
2011,2011,1,1,83,24,4710,913,194,1572,41,697,3
2012,2012,1,2,84,15,4711,660,277,1538,33,925,3
2013,2013,1,2,82,18,4712,686,203,1311,36,790,2
2014,2014,2,2,83,13,4713,910,278,1184,54,656,3
2015,2015,2,3,82,13,4714,209,249,974,36,759,3
2016,2016,2,2,84,17,4715,642,145,962,49,581,2
2017,2017,3,2,84,18,4716,184,292,1158,60,735,3
2018,2018,2,3,82,19,4717,413,191,1553,38,586,4
2019,2019,2,2,84,22,4718,819,302,778,51,721,3
2020,2020,2,2,82,18,4719,467,219,1286,34,543,3
2021,2021,3,2,82,22,4720,303,301,1509,57,670,3
2022,2022,1,3,84,13,4721,244,225,1364,47,929,3
2023,2023,2,2,82,14,4722,205,153,1073,63,773,2
2024,2024,2,1,83,12,4723,496,173,1000,56,704,4
2025,2025,1,3,82,21,4724,284,145,1281,47,550,4
2026,2026,2,2,83,16,4725,412,234,861,46,791,4
2027,2027,1,1,83,20,4726,902,194,724,61,647,3
2028,2028,1,1,84,17,4727,430,189,1031,56,889,4
2029,2029,3,3,83,14,4728,328,243,1079,58,678,4
2030,2030,1,2,84,17,4729,640,259,1544,59,619,3
2031,2031,1,1,84,22,4730,805,226,729,36,819,4
2032,2032,1,2,82,23,4731,202,182,1427,47,911,4
2033,2033,2,2,83,21,4732,408,309,1194,32,881,3
2034,2034,2,1,84,12,4733,508,165,717,45,729,3
2035,2035,2,2,84,20,4734,698,192,1328,49,761,3
2036,2036,2,2,84,20,4735,771,203,1490,52,625,3
2037,2037,2,1,83,24,4736,675,215,1017,39,666,4
2038,2038,2,1,83,14,4737,223,188,1013,36,722,3
2039,2039,3,1,84,16,4738,911,290,1288,35,745,3
2040,2040,3,2,83,23,4739,765,148,1116,42,927,4
2041,2041,3,2,83,13,4740,487,145,1506,54,916,4
2042,2042,2,1,83,14,4741,445,256,1195,63,738,3
2043,2043,2,2,84,19,4742,448,195,746,36,559,3
2044,2044,3,2,83,19,4743,470,265,592,40,685,3
2045,2045,2,2,83,23,4744,145,196,1025,28,834,3
2046,2046,1,2,84,16,4745,571,150,706,39,852,3
2047,2047,3,2,84,20,4746,732,145,1501,39,918,3
2048,2048,2,2,84,15,4747,187,188,834,31,523,3
2049,2049,2,3,83,24,4748,198,307,879,56,510,3
2050,2050,2,2,83,13,4749,383,238,899,57,798,2
2051,2051,1,3,83,14,4750,231,182,1272,63,695,3
2052,2052,3,2,82,22,4751,846,159,610,28,606,3
2053,2053,3,1,83,22,4752,922,250,633,59,862,4
2054,2054,2,2,83,20,4753,533,307,849,27,914,3
2055,2055,2,1,83,17,4754,906,288,740,46,592,2
2056,2056,3,2,83,15,4755,389,166,1499,31,828,2
2057,2057,2,2,83,20,4756,917,223,865,52,678,4
2058,2058,2,2,83,22,4757,434,163,836,33,648,4
2059,2059,2,2,83,20,4758,591,238,1197,38,673,3
2060,2060,2,2,82,13,4759,355,160,917,39,827,3
2061,2061,2,1,83,21,4760,355,156,1166,37,934,3
2062,2062,1,3,84,13,4761,332,193,670,56,668,3
2063,2063,3,2,84,16,4762,169,225,818,40,790,4
2064,2064,3,2,83,15,4763,377,218,1213,56,651,3
2065,2065,2,1,82,21,4764,335,284,1078,56,667,3
2066,2066,2,3,82,12,4765,840,240,1510,33,861,3
2067,2067,1,2,83,13,4766,745,146,1371,48,591,4
2068,2068,2,1,83,21,4767,809,203,951,29,657,2
2069,2069,2,3,84,23,4768,627,269,1209,50,650,3
2070,2070,2,3,83,23,4769,408,211,1155,52,702,4
2071,2071,3,3,82,24,4770,812,304,1179,45,745,3
2072,2072,1,1,84,21,4771,366,310,1121,57,872,3
2073,2073,2,2,84,18,4772,777,168,1121,43,814,4
2074,2074,2,2,84,22,4773,682,154,1193,41,562,3
2075,2075,3,1,83,15,4774,785,178,769,39,616,2
2076,2076,2,2,83,13,4775,897,167,730,45,646,4
2077,2077,2,1,82,15,4776,634,300,1256,55,677,3
2078,2078,3,1,83,18,4777,389,193,1562,64,591,2
2079,2079,2,1,83,21,4778,216,296,1073,30,686,4
2080,2080,1,3,82,17,4779,636,161,931,57,589,4
2081,2081,1,2,83,18,4780,556,207,861,51,590,3
2082,2082,1,2,83,19,4781,659,241,968,40,739,3
2083,2083,2,3,84,24,4782,162,144,1426,39,886,4
2084,2084,3,3,84,20,4783,697,194,685,49,712,3
2085,2085,2,2,83,22,4784,224,245,1512,50,776,3
2086,2086,1,2,83,12,4785,429,272,1093,35,817,3
2087,2087,2,3,83,22,4786,266,226,1263,29,815,2
2088,2088,2,2,83,23,4787,767,169,1283,37,611,3
2089,2089,2,2,83,16,4788,170,223,1182,41,516,2
2090,2090,1,3,82,20,4789,551,194,1235,63,836,4
2091,2091,2,1,82,16,4790,175,241,1114,30,772,4
2092,2092,2,1,83,19,4791,311,264,940,57,518,2
2093,2093,2,2,83,14,4792,784,253,1096,27,668,4
2094,2094,2,2,83,18,4793,627,175,853,44,556,3
2095,2095,3,3,84,19,4794,899,304,999,32,635,4
2096,2096,1,2,83,13,4795,148,294,1214,39,853,3
2097,2097,2,2,82,22,4796,583,251,1278,64,525,2
2098,2098,2,2,82,22,4797,804,151,1483,39,823,4
2099,2099,1,2,84,22,4798,819,169,686,63,517,3
2100,2100,3,1,83,16,4799,367,169,1216,53,770,2
2101,2101,1,2,83,17,4800,752,205,1447,63,779,3
2102,2102,2,2,83,13,4801,157,288,1008,29,776,3
2103,2103,2,2,83,20,4802,790,239,804,61,790,4
2104,2104,3,1,84,20,4803,308,259,912,45,509,3
2105,2105,3,2,83,15,4804,355,146,1428,62,608,4
2106,2106,3,2,82,13,4805,521,272,1295,53,573,4
2107,2107,1,3,84,22,4806,244,281,877,51,674,4
2108,2108,3,2,83,21,4807,639,305,687,44,728,3
2109,2109,3,2,83,17,4808,277,296,935,61,734,4
2110,2110,1,3,83,13,4809,638,228,1054,58,528,3
2111,2111,3,1,83,21,4810,779,210,657,32,684,2
2112,2112,2,3,84,20,4811,215,208,942,52,642,3
2113,2113,2,2,84,18,4812,268,260,704,42,666,2
2114,2114,2,1,83,23,4813,560,302,1321,29,722,3
2115,2115,2,2,84,20,4814,570,310,951,57,552,4
2116,2116,1,1,83,21,4815,714,164,709,33,648,2
2117,2117,2,2,82,22,4816,900,182,928,43,782,2
2118,2118,2,3,83,23,4817,524,167,1321,49,679,2
2119,2119,2,2,83,18,4818,683,219,1225,29,638,2
2120,2120,1,3,84,21,4819,653,251,1080,48,916,2
2121,2121,2,2,84,16,4820,456,268,801,37,612,3
2122,2122,2,3,82,19,4821,857,248,846,54,648,3
2123,2123,1,1,84,20,4822,530,261,1099,48,588,3
2124,2124,3,1,83,22,4823,277,271,595,36,560,3
2125,2125,2,1,82,13,4824,440,269,664,51,814,3
2126,2126,1,2,82,17,4825,654,294,991,40,665,4
2127,2127,2,3,84,16,4826,253,172,776,50,524,3
2128,2128,3,2,82,21,4827,740,301,1397,42,651,4
2129,2129,1,2,84,15,4828,496,226,1096,27,623,4
2130,2130,2,3,84,16,4829,522,232,638,60,648,4
2131,2131,2,3,83,15,4830,210,277,1023,28,697,2
2132,2132,2,3,82,23,4831,262,189,906,32,907,2
2133,2133,2,2,82,14,4832,234,305,1252,48,843,4
2134,2134,3,1,83,15,4833,648,227,1375,64,840,2
2135,2135,2,3,83,17,4834,395,277,1193,57,513,2
2136,2136,2,2,83,15,4835,836,170,1174,46,853,2
2137,2137,3,1,83,19,4836,637,304,1218,46,681,4
2138,2138,1,3,83,17,4837,175,181,1272,46,703,4
2139,2139,3,1,83,23,4838,162,188,1266,57,580,3
2140,2140,1,1,83,17,4839,304,244,1559,56,693,4
2141,2141,3,2,84,21,4840,281,207,940,51,577,3
2142,2142,2,1,82,20,4841,155,173,1194,35,714,3
2143,2143,2,3,83,17,4842,723,275,1023,64,904,4
2144,2144,1,3,82,14,4843,213,251,736,32,758,3
2145,2145,2,2,83,20,4844,274,212,788,56,738,3
2146,2146,3,3,82,17,4845,308,179,893,36,721,3
2147,2147,2,3,83,19,4846,523,303,923,52,738,3
2148,2148,2,2,82,20,4847,776,219,1402,59,880,4
2149,2149,2,3,82,17,4848,543,158,1332,42,527,3
2150,2150,2,2,83,21,4849,481,302,928,35,735,3
2151,2151,1,2,83,18,4850,344,269,1570,34,612,3
2152,2152,2,2,83,20,4851,814,305,1559,44,558,4
2153,2153,2,1,82,19,4852,657,195,1547,40,848,4
2154,2154,3,3,82,24,4853,376,215,1181,30,611,4
2155,2155,2,1,82,17,4854,165,179,1515,60,597,3
2156,2156,3,3,83,15,4855,672,267,600,59,906,3
2157,2157,2,2,84,23,4856,750,233,1326,39,712,4
2158,2158,2,1,83,19,4857,844,204,823,34,631,3
2159,2159,1,2,84,16,4858,188,292,910,38,717,3
2160,2160,2,1,84,20,4859,808,236,1289,55,714,3
2161,2161,3,1,84,16,4860,863,143,1454,36,796,2
2162,2162,2,2,83,24,4861,914,178,937,49,754,2
2163,2163,2,2,82,22,4862,349,242,1408,45,811,2
2164,2164,3,2,84,19,4863,722,238,1484,48,659,3
2165,2165,2,2,83,21,4864,704,295,1206,35,771,4
2166,2166,3,1,83,19,4865,319,226,944,38,511,4
2167,2167,1,2,82,20,4866,189,164,651,37,574,3
2168,2168,3,2,83,13,4867,472,180,974,54,522,3
2169,2169,1,3,84,24,4868,716,209,697,58,865,2
2170,2170,2,2,83,22,4869,428,192,1339,31,656,3
2171,2171,1,3,83,17,4870,772,177,644,57,575,4
2172,2172,3,2,82,19,4871,556,258,664,57,735,2
2173,2173,2,2,84,12,4872,311,306,1558,47,699,2
2174,2174,1,1,83,22,4873,712,251,1575,57,890,3
2175,2175,2,2,82,19,4874,881,179,963,45,678,4
2176,2176,2,1,83,22,4875,295,245,807,27,765,2
2177,2177,1,2,82,19,4876,823,149,1472,45,817,3
2178,2178,1,1,82,19,4877,867,204,856,43,811,3
2179,2179,3,3,83,21,4878,884,168,836,36,620,4
2180,2180,2,2,83,17,4879,657,290,1552,55,746,4
2181,2181,2,3,83,18,4880,872,274,595,54,864,3
2182,2182,2,2,83,23,4881,732,269,776,28,912,2
2183,2183,2,2,83,17,4882,384,190,631,56,877,2
2184,2184,2,1,83,18,4883,211,167,1373,54,932,3
2185,2185,2,3,83,23,4884,276,211,1113,35,622,3
2186,2186,3,3,82,16,4885,337,224,1249,39,555,3
2187,2187,3,3,83,13,4886,493,194,589,44,666,2
2188,2188,2,3,83,16,4887,841,281,1382,38,780,3
2189,2189,2,2,83,20,4888,884,278,894,51,896,2
2190,2190,3,1,83,12,4889,751,240,650,63,594,3
2191,2191,3,2,83,15,4890,176,238,653,33,683,3
2192,2192,3,1,83,15,4891,466,307,591,54,701,4
2193,2193,2,3,82,14,4892,273,231,905,47,853,4
2194,2194,2,2,83,14,4893,438,293,1250,49,572,3
2195,2195,1,2,82,15,4894,642,154,1368,35,700,3
2196,2196,2,2,83,19,4895,487,192,1405,55,556,2
2197,2197,2,1,84,20,4896,608,157,923,61,621,2
2198,2198,1,2,83,18,4897,303,181,1195,36,789,4
2199,2199,2,1,83,17,4898,311,221,1142,43,783,3
2200,2200,1,1,84,22,4899,624,150,740,31,556,2
2201,2201,3,2,84,21,4900,497,290,707,29,724,2
2202,2202,2,1,82,23,4901,685,216,600,47,538,4
2203,2203,2,1,84,13,4902,511,220,786,52,894,3
2204,2204,2,2,83,19,4903,550,235,764,46,578,4
2205,2205,1,2,84,17,4904,302,197,1409,63,870,3
2206,2206,1,3,84,23,4905,432,169,658,53,630,3
2207,2207,3,3,83,22,4906,706,265,1104,31,603,4
2208,2208,2,2,83,14,4907,783,233,1529,33,677,3
2209,2209,2,3,83,15,4908,530,197,1204,55,644,3
2210,2210,1,1,83,12,4909,392,176,1424,31,779,3
2211,2211,2,2,83,12,4910,228,309,1052,50,678,3
2212,2212,1,1,83,19,4911,216,187,1306,27,707,3
2213,2213,1,3,83,16,4912,512,220,649,37,759,3
2214,2214,3,1,83,20,4913,585,268,1284,38,568,4
2215,2215,2,3,83,16,4914,901,296,990,49,622,3
2216,2216,2,1,83,18,4915,782,260,1511,49,756,4
2217,2217,3,2,82,21,4916,584,257,777,31,845,2
2218,2218,2,2,83,19,4917,912,286,1066,63,636,2
2219,2219,2,2,83,18,4918,317,297,816,33,899,3
2220,2220,1,3,82,22,4919,797,292,1077,61,576,3
2221,2221,2,2,84,21,4920,658,150,939,31,850,2
2222,2222,2,2,82,18,4921,465,183,1367,41,853,4
2223,2223,2,2,83,18,4922,385,277,1032,58,612,3
2224,2224,2,3,82,20,4923,420,213,1124,51,841,3
2225,2225,3,2,83,21,4924,466,151,1339,57,581,3
2226,2226,1,1,82,21,4925,534,254,1120,54,518,3
2227,2227,2,3,82,23,4926,773,165,1209,38,579,4
2228,2228,2,1,82,14,4927,309,284,953,31,914,3
2229,2229,2,2,84,24,4928,238,150,746,41,727,3
2230,2230,1,2,82,14,4929,816,218,1165,51,643,2
2231,2231,3,1,84,22,4930,918,274,1301,42,609,2
2232,2232,3,3,83,21,4931,760,228,977,59,848,3
2233,2233,1,1,83,23,4932,825,197,1271,31,691,3
2234,2234,3,2,82,18,4933,916,206,1014,55,802,4
2235,2235,2,3,84,16,4934,821,281,1169,41,813,4
2236,2236,2,2,84,18,4935,299,202,843,60,722,2
2237,2237,2,2,82,13,4936,645,267,1511,45,874,4
2238,2238,2,3,83,18,4937,677,195,875,50,911,3
2239,2239,1,3,84,12,4938,708,278,598,54,884,3
2240,2240,2,2,82,21,4939,786,287,1501,33,511,2
2241,2241,2,3,84,23,4940,338,259,1144,43,589,3
2242,2242,3,2,84,14,4941,678,250,648,38,593,3
2243,2243,2,2,84,24,4942,838,262,1144,47,618,4
2244,2244,1,2,83,14,4943,235,220,1399,53,859,2
2245,2245,2,2,84,13,4944,726,150,1474,45,666,3
2246,2246,2,3,84,20,4945,424,270,1072,62,927,3
2247,2247,3,3,83,21,4946,809,175,800,43,727,4
2248,2248,2,2,82,17,4947,226,284,1109,51,564,3
2249,2249,2,2,83,18,4948,484,278,828,35,845,3
2250,2250,2,2,83,22,4949,494,283,1326,63,581,4
2251,2251,2,1,83,20,4950,763,222,985,60,612,2
2252,2252,2,1,83,18,4951,564,262,609,47,548,3
2253,2253,1,1,82,16,4952,178,248,1274,59,732,4
2254,2254,3,2,83,21,4953,637,266,1111,50,799,3
2255,2255,2,2,82,19,4954,378,302,1276,62,609,3
2256,2256,2,3,83,19,4955,147,160,730,48,930,4
2257,2257,2,1,83,23,4956,175,251,910,47,623,3
2258,2258,1,2,83,13,4957,688,184,1476,32,528,3
2259,2259,1,1,82,21,4958,461,253,1503,63,778,3
2260,2260,2,2,83,12,4959,230,191,792,50,686,3
2261,2261,3,2,82,13,4960,821,270,679,60,726,3
2262,2262,2,2,82,14,4961,423,154,663,48,695,4
2263,2263,2,2,84,13,4962,272,195,1358,47,841,3
2264,2264,2,1,83,13,4963,708,258,719,53,529,2
2265,2265,2,1,84,18,4964,358,237,862,30,714,3
2266,2266,2,1,83,13,4965,735,229,790,32,572,3
2267,2267,3,1,84,24,4966,601,302,1433,41,643,3
2268,2268,2,2,84,14,4967,495,286,841,40,859,3
2269,2269,3,1,84,12,4968,141,204,1093,47,692,3
2270,2270,2,1,83,12,4969,376,203,791,62,848,2
2271,2271,2,2,83,19,4970,729,146,1138,58,818,3
2272,2272,1,2,82,18,4971,208,155,778,31,693,2
2273,2273,1,1,83,21,4972,197,146,1283,64,692,2
2274,2274,2,1,83,23,4973,483,295,1209,58,851,3
2275,2275,3,2,83,17,4974,495,270,686,42,769,3
2276,2276,3,2,83,24,4975,385,229,902,43,768,3
2277,2277,3,2,82,22,4976,391,170,1138,53,780,3
2278,2278,1,3,83,13,4977,496,283,1029,53,629,2
2279,2279,2,3,83,15,4978,705,198,647,29,909,4
2280,2280,2,2,82,17,4979,534,217,621,28,894,3
2281,2281,2,1,84,20,4980,502,239,1300,38,531,3
2282,2282,3,2,82,22,4981,675,215,861,28,581,3
2283,2283,2,3,83,14,4982,856,165,662,42,569,3
2284,2284,1,2,83,12,4983,294,282,1043,35,723,3
2285,2285,2,2,82,18,4984,723,173,1206,62,898,2
2286,2286,1,2,83,18,4985,180,265,1419,52,921,4
2287,2287,3,1,83,19,4986,588,151,1526,55,661,4
2288,2288,2,3,82,12,4987,158,232,1258,42,663,3
2289,2289,3,2,83,21,4988,724,222,844,51,806,2
2290,2290,2,3,83,20,4989,486,260,1282,37,702,3
2291,2291,2,2,83,22,4990,446,217,1507,37,721,3
2292,2292,3,2,82,23,4991,888,285,1247,50,722,4
2293,2293,3,2,82,16,4992,664,258,590,31,644,3
2294,2294,2,3,82,22,4993,221,152,1164,40,738,3
2295,2295,2,2,82,15,4994,264,289,1232,37,543,3
2296,2296,2,2,84,13,4995,311,151,647,58,828,2
2297,2297,2,1,84,19,4996,795,233,1359,57,767,3
2298,2298,3,1,83,16,4997,420,197,694,50,841,3
2299,2299,3,2,84,14,4998,395,234,800,36,636,3
2300,2300,1,1,83,22,4999,669,265,616,31,712,2
2301,2301,2,1,84,12,5000,551,225,693,59,889,3
2302,2302,3,3,83,20,5001,282,201,690,44,624,2
2303,2303,1,2,83,24,5002,150,155,1306,63,744,3
2304,2304,2,2,84,21,5003,839,148,1320,28,808,4
2305,2305,1,3,82,13,5004,267,203,992,39,583,4
2306,2306,2,2,83,19,5005,452,147,649,43,815,4
2307,2307,1,2,84,13,5006,777,177,1064,42,716,2
2308,2308,2,2,82,12,5007,849,251,1470,40,579,3
2309,2309,1,2,83,14,5008,909,305,655,53,874,2
2310,2310,1,3,83,17,5009,621,311,588,40,786,4
2311,2311,2,1,83,22,5010,791,155,1562,36,548,2
2312,2312,3,2,83,16,5011,390,197,1177,62,683,4
2313,2313,2,1,83,19,5012,362,244,1190,28,878,4
2314,2314,3,3,82,21,5013,462,308,1041,55,770,3
2315,2315,2,2,83,12,5014,412,253,1561,51,586,2
2316,2316,2,3,83,15,5015,599,299,1470,55,862,3
2317,2317,2,1,83,22,5016,230,241,1273,37,891,4
2318,2318,1,1,82,16,5017,150,208,1119,33,655,3
2319,2319,1,1,83,19,5018,625,227,1044,42,871,3
2320,2320,3,1,82,19,5019,560,290,677,58,676,4
2321,2321,3,2,82,15,5020,169,246,1174,64,886,4
2322,2322,1,2,83,22,5021,541,185,677,41,666,4
2323,2323,1,2,83,17,5022,786,171,635,44,723,4
2324,2324,2,3,83,15,5023,258,272,1413,27,651,3
2325,2325,2,2,83,17,5024,464,234,1035,60,583,2
2326,2326,1,2,83,21,5025,348,236,1559,34,571,2
2327,2327,2,3,82,13,5026,724,225,1515,47,638,2
2328,2328,2,3,84,18,5027,485,209,1217,58,557,3
2329,2329,3,2,83,14,5028,138,211,833,40,840,2
2330,2330,1,1,82,12,5029,655,247,984,45,856,2
2331,2331,1,2,84,18,5030,795,222,1272,32,845,2
2332,2332,2,1,84,13,5031,547,197,997,49,867,4
2333,2333,3,2,83,13,5032,688,176,690,30,894,4
2334,2334,1,3,84,21,5033,396,206,1569,50,884,4
2335,2335,2,2,83,17,5034,534,224,1502,61,667,2
2336,2336,3,2,83,13,5035,821,259,1537,64,576,3
2337,2337,2,2,82,23,5036,686,304,1360,49,765,3
2338,2338,2,1,83,15,5037,448,152,1493,44,708,3
2339,2339,2,2,84,12,5038,260,242,678,29,876,3
2340,2340,2,1,82,23,5039,734,223,668,60,723,3
2341,2341,2,2,83,17,5040,491,274,1534,39,799,3
2342,2342,2,3,82,15,5041,715,279,1276,33,540,2
2343,2343,2,1,82,14,5042,518,281,1387,34,890,4
2344,2344,2,3,83,18,5043,920,271,1229,32,904,4
2345,2345,2,2,83,20,5044,397,198,688,40,514,4
2346,2346,3,3,83,13,5045,374,223,1242,60,768,4
2347,2347,3,2,82,17,5046,411,212,1569,49,907,3
2348,2348,3,2,83,15,5047,258,245,626,56,570,4
2349,2349,2,3,84,19,5048,504,201,1348,57,549,3
2350,2350,2,3,84,16,5049,449,158,930,53,511,3
2351,2351,1,3,83,21,5050,832,290,835,64,551,3
2352,2352,1,2,83,22,5051,606,156,1036,40,888,4
2353,2353,2,3,83,12,5052,487,249,1456,57,872,4
2354,2354,2,1,84,14,5053,580,172,739,51,555,2
2355,2355,3,1,83,15,5054,306,189,1195,40,891,4
2356,2356,3,1,83,24,5055,186,282,615,55,619,3
2357,2357,2,2,83,17,5056,742,302,1210,42,710,2
2358,2358,2,2,82,19,5057,719,274,591,53,636,3
2359,2359,1,2,83,13,5058,387,291,1127,58,706,3
2360,2360,2,1,84,15,5059,634,198,1306,54,662,3
2361,2361,3,1,84,12,5060,714,166,1207,58,691,4
2362,2362,2,3,83,24,5061,859,301,1231,39,817,3
2363,2363,3,2,83,19,5062,367,234,1390,53,826,4
2364,2364,2,2,84,19,5063,278,165,1201,56,513,3
2365,2365,1,2,84,21,5064,315,245,909,50,933,4
2366,2366,2,1,82,23,5065,922,221,594,30,663,4
2367,2367,2,3,82,20,5066,676,176,1081,29,522,4
2368,2368,2,2,82,18,5067,138,183,864,54,832,2
2369,2369,2,2,83,13,5068,231,258,846,59,824,2
2370,2370,1,2,83,14,5069,488,191,824,47,538,2
2371,2371,1,2,84,21,5070,231,238,1015,35,836,3
2372,2372,2,3,82,12,5071,146,228,1354,61,649,3
2373,2373,3,2,84,17,5072,216,308,1195,32,821,2
2374,2374,3,2,83,21,5073,858,225,1201,49,572,3
2375,2375,1,3,83,21,5074,540,219,763,52,579,3
2376,2376,2,1,84,12,5075,180,201,737,57,727,4
2377,2377,2,2,83,18,5076,367,193,954,32,744,4
2378,2378,1,2,83,23,5077,411,200,592,48,561,2
2379,2379,2,1,83,22,5078,640,248,1574,46,782,3
2380,2380,3,2,83,16,5079,497,260,684,34,618,2
2381,2381,2,1,83,12,5080,435,225,1215,30,561,3
2382,2382,1,2,83,24,5081,141,233,1038,56,686,2
2383,2383,1,2,83,14,5082,918,247,1370,37,526,3
2384,2384,2,2,83,15,5083,229,150,1211,60,815,3
2385,2385,3,2,84,23,5084,261,278,794,35,800,2
2386,2386,1,2,83,23,5085,257,174,919,27,566,2
2387,2387,2,2,84,16,5086,886,184,751,55,593,3
2388,2388,3,1,82,16,5087,526,252,952,53,768,2
2389,2389,2,3,83,17,5088,262,256,1301,64,768,3
2390,2390,2,3,84,17,5089,350,264,597,53,680,3
2391,2391,1,2,83,19,5090,760,199,1244,36,853,4
2392,2392,1,2,83,15,5091,626,164,720,42,789,3
2393,2393,2,2,83,14,5092,865,268,1051,52,891,3
2394,2394,2,3,83,13,5093,486,286,848,54,620,4
2395,2395,3,1,83,21,5094,693,216,1096,35,727,4
2396,2396,2,2,83,13,5095,430,262,1576,46,582,3
2397,2397,2,2,84,23,5096,305,174,1336,27,538,2
2398,2398,3,2,83,12,5097,356,174,1068,36,686,3
2399,2399,1,1,82,12,5098,707,302,817,45,807,3
2400,2400,1,2,83,15,5099,524,231,1274,62,771,3
2401,2401,1,2,84,12,5100,502,255,1409,45,687,3
2402,2402,2,2,83,19,5101,605,167,773,37,671,3
2403,2403,2,2,83,18,5102,346,279,1479,32,656,3
2404,2404,3,3,82,21,5103,853,168,1076,64,600,3
2405,2405,1,2,83,18,5104,420,219,765,31,599,4
2406,2406,1,3,84,13,5105,909,208,1040,41,779,4
2407,2407,2,2,83,18,5106,546,251,1401,31,548,3
2408,2408,2,3,83,22,5107,903,288,1104,37,678,3
2409,2409,2,3,83,12,5108,173,253,1309,56,891,3
2410,2410,2,1,84,18,5109,905,202,888,53,827,4
2411,2411,2,3,83,21,5110,369,251,1010,58,582,2
2412,2412,1,2,82,16,5111,717,235,852,59,608,3
2413,2413,2,3,82,24,5112,623,270,1289,50,913,2
2414,2414,2,2,83,18,5113,752,227,1133,45,913,3
2415,2415,3,3,82,15,5114,254,295,993,28,765,3
2416,2416,2,1,84,16,5115,460,148,1263,56,794,3
2417,2417,2,2,83,19,5116,750,235,1135,29,838,4
2418,2418,2,2,84,16,5117,189,159,1000,37,781,2
2419,2419,2,2,84,16,5118,743,258,977,31,903,4
